description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,53,1/1/1900 12:02:42 AM,120364843,,Marie,Marie,Belli,OH,OSSC,,2017 OH OSSC Peppe Bruce Invit,,   ,Columbus,,7/1/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,53,1/1/1900 12:02:42 AM,142112507,,Charlotte,Charlotte,Burnham,CO,FST,,2019 CO CSI Long Course Open,,   ,Thornton,,6/14/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,55,1/1/1900 12:02:42 AM,142460,,Alexandra,Alexandra,Ellis,CA,BFST,,2001 US Tera Lcm Far Wes,,,Not Entered,,8/15/2001,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,56,1/1/1900 12:02:43 AM,99371427,,Nadia,Nadia,Bouraoui,PC,SCSC,,2015 PC Far Western Champs,,   ,San Jose,,7/30/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,57,1/1/1900 12:02:43 AM,1654651,,Spindrift,Spindrift,Beck,ST,DM,,2003 ST TAGS Long Course Championships,,,UT Swim Center At Au,,7/23/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,58,1/1/1900 12:02:43 AM,397425,,Jessica,Jessica,Stacy,HI,TERA,,2001 US Nationals Time T,,,,,3/27/2001,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,58,1/1/1900 12:02:43 AM,12051673,,Andrea,Andrea,Kropp,CA,PASA,,2005 CA Janet Evans Invite,,,McDonalds Swim Stadi,,7/14/2005,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,60,1/1/1900 12:02:43 AM,143766357,,,Layla,Welsch,VA,CYAC,,2019 AP LC Y Nationals FINAL COPY,,   ,College Park,,7/31/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,61,1/1/1900 12:02:43 AM,17843715,,Rebecca,Rebecca,Rainer,FL,NOVA,,2006 NC 18th Furniture City In,,,"High Point, NC",,6/23/2006,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,62,1/1/1900 12:02:43 AM,132730285,,Meghan,Meghan,Ly,PC,SCSC,,2018 PC OAPB FAR WESTERN CHAMPIONSHIP,,   ,MORAGA,,7/26/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,63,1/1/1900 12:02:43 AM,121788651,,,Joyce,Wu,PV,RMSC,,2017 VA Eastern Zone LC Champi,,   ,Richmond,,8/12/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,64,1/1/1900 12:02:43 AM,40607827,,Katherine,Katherine,Weeks,GA,LINS,,2009 GA Long Course Senior Sta,,   ,Ramsey Center Athens,,7/23/2009,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,65,1/1/1900 12:02:43 AM,143692325,,Elayna,Elayna,Ling,PC,EBA,,2019 PC Far Western LC Championships,,   ,Moraga,,7/28/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,66,1/1/1900 12:02:43 AM,88527937,,Megan,Megan,Tao,PC,PEAK,,COPA CHALLENGE DE AMERICA DEL,,,Boca del Rio,,8/7/2014,Final,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,67,1/1/1900 12:02:43 AM,12240210,,Katie,Mary,Olsen,MR,CA,,2005 AZ LC Age Group Cham,,   ,Southwest Valley YMC,,7/21/2005,,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,67,1/1/1900 12:02:43 AM,99569180,,,Holley,Dennis,CO,HRA,,2015 HI Western Zone Age Group ,,   ,Kihei,,8/8/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,69,1/1/1900 12:02:43 AM,132080284,,Keelan,Keelan,Cotter,NC,TAC,,2018 NCS LC AG Championships,,   ,Greensboro,,7/15/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,70,1/1/1900 12:02:43 AM,121779130,,Abbi,Abigail,Crum,CO,FAST,,2017 SN Western Zone Age Group ,,   ,Roseville,,8/12/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,71,1/1/1900 12:02:43 AM,3516437,,,Kirstie,Chen,MR,CERR,,2004 CA Q 0104,,,Rose Bowl Aquatic Ce,,1/16/2004,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,72,1/1/1900 12:02:43 AM,98581170,,Belle,Isabella,Battistoni,PN,KING,,2015 PN Mark Prothero Invitational,,   ,Federal Way,,7/11/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,72,1/1/1900 12:02:43 AM,109405973,,,Ysabel,Chen,PC,SCSC,,2016 PC OAPB Junior Olympics,,   ,MORAGA,,7/10/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,74,1/1/1900 12:02:43 AM,108824703,,Ellie,Eleanor,Wilke,MN,CIA,,2016 IA DMSF 33rd Annual Birdland Invitational,,,Des Moines ,,6/19/2016,Final,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,74,1/1/1900 12:02:43 AM,,,Jena,Jena,Kistler,IE,SWAT,,,,   ,Gresham,,7/12/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,76,1/1/1900 12:02:44 AM,5025705,,Emily,Emily,Adamczyk,CA,ROSE,,2004 CA Speedo Grand Challenge,,,University of So Cal,,4/30/2004,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,77,1/1/1900 12:02:44 AM,12430997,,,Minjie,Sun,PC,UN,,2005 PC TERA LC FW  7/27/05,,,CONCORD,,7/27/2005,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,78,1/1/1900 12:02:44 AM,88527864,,Sophia,Sophia,Sebastian,PC,PASA,,COPA CHALLENGE DE AMERICA DEL,,   ,Boca del R?o,,8/7/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,79,1/1/1900 12:02:44 AM,110472460,,Winnie,Edwina,Jalet,MI,CW,,2016 IN CZ 14 and Under Mega Zone,,   ,Indianapolis,,8/6/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,80,1/1/1900 12:02:44 AM,132701601,,Simone,Simone,Kabbara,GU,CFSC,,2018 ST TXLA Long Course TAGS,,   ,Austin,,7/29/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,81,1/1/1900 12:02:44 AM,67753208,,,Olivia,Calegan,NC,LSS,,2012 Central Zone 14 & U Champ,,   ,Donner Park Pool,,8/3/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,82,1/1/1900 12:02:44 AM,48598807,,Valerie,Valerie,Wang,PC,DACA,,2010 PC OAPB LCM PC-JO'S,,   ,"MORAGA, CA",,7/15/2010,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,83,1/1/1900 12:02:44 AM,19003054,,,Erica,Stock,AZ,UN,,2006 AZ LC AG State Champs,,,Mona Plummer Aq. Cnt,,7/20/2006,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,84,1/1/1900 12:02:44 AM,67671628,,Grace,Grace,Zhao,PC,PASA,,2012 PC WEST Far Westerns,,   ,SAN JOSE,,8/1/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,84,1/1/1900 12:02:44 AM,88250102,,,Anna Kate,Benwell,ST,NTRO,,2014 ST Texas Age Group Championships,,   ,Austin,,7/23/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,86,1/1/1900 12:02:44 AM,1318170,,Kelly,Kelly,Flynn,VA,TWST,,2003 CA TYR MVN MEET OF CHAMPS,,,"Mission Viejo, Calif",,6/19/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,87,1/1/1900 12:02:44 AM,110330647,,,Lindsey,Hosch,NT,ESP,,2016 ST Long Course Texas AG,,   ,San Antonio,,7/31/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,88,1/1/1900 12:02:44 AM,132925446,,Lily,Lily,Christianson,IN,IA,,2018 Zone AG Champs - Geneva,,   ,Geneva,,8/5/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,89,1/1/1900 12:02:44 AM,1068335,,,Tiffany,Dotson,MD,UN,,Nbac 2000 Longco,,,Not Entered,,6/16/2000,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,90,1/1/1900 12:02:44 AM,128430,,Karissa,Karissa,Kruszewski,CA,AZOT,,2002 Janet Evans Invitational,,,"Los Angeles, CA",,7/18/2002,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,91,1/1/1900 12:02:44 AM,25807452,,Blair,Blair,Carnes,CA,NOVA,,2007 NI Eastern Zone ,,,"ECC & UB, Buffalo, N",,8/8/2007,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,91,1/1/1900 12:02:44 AM,88522254,,,Abigail,Doss,MA,GSVY,,2014 VA Eastern Zone LC Champi,,   ,Richmond,,8/6/2014,Prelim,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,93,1/1/1900 12:02:44 AM,,,Emma,Emma,Lasecki,WI,GBSC,,,,   ,Walter Schroeder Aqu,,7/25/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,93,1/1/1900 12:02:44 AM,143627499,,,Isabella,Vega,MR,WEST,,2019 MR Metro Long Course Junior Olympics,,   ,East Meadow,,7/27/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,95,1/1/1900 12:02:44 AM,132703180,,Ella,Ella,Smoker,GU,CFSC,,2018 ST TXLA Long Course TAGS,,   ,Austin,,7/29/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,96,1/1/1900 12:02:44 AM,12052356,,Camille,Camille,Merwin,MN,NGSV,,2005 CA Janet Evans Invite,,,McDonalds Swim Stadi,,7/14/2005,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,97,1/1/1900 12:02:44 AM,1067402,,Kerri,Kerri,Sepich (McIlvain),MA,GAAC,,2000 US Charlotte UltraSwim,,,Charlotte,,6/15/2000,,N,,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,98,1/1/1900 12:02:44 AM,76421833,,Giovanna,Giovanna,Cappabianca,LE,CFYN,,2013 LE The Robert F. Busbey ,,   ,Robert F. Busbey Nat,,6/21/2013,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,99,1/1/1900 12:02:44 AM,121489385,,,Kiara,Xanthos,NT,TFA,,2017 ST TXLA Long Course TAGS,,   ,Austin,,7/30/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,263,F,200,BR,LCM,100,1/1/1900 12:02:57 AM,150833849,,Aileen,Aileen,Bump,PC,QSS,,2020 PC QSS Winter Invitational,,   ,San Jose,,3/7/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,1,1/1/1900 12:02:25 AM,24039502,,,Amanda,Beard,PN,NOVA,,1996 Olympic Games,,,Atlanta,,9/20/1996,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,2,1/1/1900 12:02:26 AM,67785362,,Allie,Alexandra,Szekely,PC,CBST,,2012 Summer Junior Nats,,,Indianapolis,,8/13/2012,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,3,1/1/1900 12:02:27 AM,,,Anita,Anita,Richesson (Nall),AZ,UN,,,,,,,1/1/1991,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,4,1/1/1900 12:02:27 AM,,,Mia,Mia,Martinko,MR,PAC,,,,   ,New Paltz,,7/13/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,5,1/1/1900 12:02:28 AM,,,Jilen,Jilen,Siroky,IN,MAC,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,6,1/1/1900 12:02:29 AM,41041836,,Annie,Annie,Zhu,GA,AGUA,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,7,1/1/1900 12:02:29 AM,,,,Hannah,Marinovich,CC,CLOV,,,,   ,College Station,,2/29/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,8,1/1/1900 12:02:29 AM,41040132,,KC,Kaylin,Moss,PC,WYW,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,9,1/1/1900 12:02:29 AM,32169099,,,Elizabeth,Evans,GA,DCS,,2008 GA 1ST ANNUAL URBAN CLASSIC,,,Atlanta,,6/27/2008,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,10,1/1/1900 12:02:30 AM,968887,,Kristen,Kristen,Caverly,CA,NOVA,,Usa Nationals,,,,,8/6/1999,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,11,1/1/1900 12:02:30 AM,906429,,Alexi,Alexandra,Spann,ST,CCS,,2001 Summer Nationals,,,,,8/14/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,12,1/1/1900 12:02:30 AM,,,Kate,Katherine,Douglass,VA,WEST,,,,   ,Orlando,,3/18/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,13,1/1/1900 12:02:30 AM,108672366,,Ella,Margaret,Nelson,SE,NAC,,2016 SE Speedo Summer Sizzler Inv,,   ,Nashville,,6/17/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,14,1/1/1900 12:02:31 AM,8547473,,Ashley,Ashley,Wanland,WI,PAC,,2005 Jr Pan Pacific Swimming C,,,Maui,,1/6/2005,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,15,1/1/1900 12:02:31 AM,149798899,,Gracie,Gracie,Weyant,FL,SYS,,2020 FL Swimming OT Qualifier,,   ,Orlando,,2/16/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,16,1/1/1900 12:02:31 AM,143862516,,Grace,Grace,Rainey,NC,MAC,,2019 Summer Junior Nats,,   ,Stanford,USA,8/9/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,17,1/1/1900 12:02:31 AM,132841032,,,Chase,Davison,CO,TOPS,,2018 Summer Junior Nats,,   ,Irvine,USA,8/3/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,18,1/1/1900 12:02:31 AM,5212887,,Katie,Kathryn,Hoff,FG,NBAC,,2004 PC Santa Clara International,,,Santa Clara,,5/20/2004,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,19,1/1/1900 12:02:31 AM,,,Jenna,Catherine,Street,SE,AJAC,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,20,1/1/1900 12:02:32 AM,973355,,Laura,Laura,Davis,PC,TERA,,1998 US Nationals,,,,,4/1/1998,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,21,1/1/1900 12:02:32 AM,147043282,,Aislyn,Aislyn,Barnett,CO,ACES,,2019 West Speedo Winter Junior,,   ,Federal Way,USA,12/10/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,22,1/1/1900 12:02:32 AM,99544339,,Ashley,Ashley,McCauley,GA,MOR,,2015 Summer Nationals,,,San Antonia,,8/10/2015,Prelim,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,23,1/1/1900 12:02:32 AM,,,Meghan,Meghan,Lynch,CT,GYWD,,,,   ,Irvine,USA,7/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,24,1/1/1900 12:02:32 AM,,,Allison,Allison,Wagner,PC,CAL,,,,,,,1/1/1992,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,25,1/1/1900 12:02:32 AM,18937542,,Kasey,Kasey,Carlson,PC,TERA,,2006 Summer Junior Nats,,,Irvine,,8/7/2006,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,26,1/1/1900 12:02:32 AM,1000523,,Leah,Leah,Monroe,PC,TERA,,1998 US Sr Cir Champs,,,,,7/16/1998,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,27,1/1/1900 12:02:32 AM,,,Ashley,Ashley,Roby,GA,ABSC,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,28,1/1/1900 12:02:32 AM,30861957,,Andrea,Andrea,Kropp,CA,UN,,2008 CA TYR Swim Meet of Champ,,,Mission Viejo,,4/24/2008,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,29,1/1/1900 12:02:32 AM,,,Emily,Emily,Short,US,UN,,,,,,,1/1/1990,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,30,1/1/1900 12:02:32 AM,143390358,,Katherine,Katherine,Adams,OR,THSC,,2019 Sectionals - Gresham,,   ,Gresham,,7/18/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,31,1/1/1900 12:02:32 AM,16581814,,,Jessica,Kennedy (Schmitt),SI,NCA,,2005 Summer Nationals,,,Irvine,,8/3/2005,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,32,1/1/1900 12:02:32 AM,16580506,,Alisa,Alisa,Finn,PC,NTA,,2005 Summer Nationals,,,Irvine,,8/3/2005,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,33,1/1/1900 12:02:32 AM,1007091,,,Megan,Jendrick (Quann),PN,PAC,,1998 US Summer Nationals,,,,,8/11/1998,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,34,1/1/1900 12:02:33 AM,,,Amy,Amy,Collins (Shaw),CA,UN,,,,,,,1/1/1986,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,35,1/1/1900 12:02:33 AM,120563464,,Anna,Anna,Keating,PV,MACH,,2017 PV LC Senior Championships,,   ,Manassas,,7/9/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,36,1/1/1900 12:02:33 AM,77586268,,Emma,Emma,Cain,CA,UN,,2013 British Gas ASA National Champs,,,Sheffield,,7/24/2013,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,37,1/1/1900 12:02:33 AM,110413135,,Abby,Abigail,Arens,NC,MOR,,2016 U.S. Open,,   ,Minneapolis,,8/3/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,37,1/1/1900 12:02:33 AM,147043599,,,Zoey,Zeller,PC,SCSC,,2019 West Speedo Winter Junior,,   ,Federal Way,USA,12/10/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,39,1/1/1900 12:02:33 AM,60639600,,Sydney,Sydney,Pickrem,GU,CAT,,2011 CAT Jingle Bell Meet,,,Clearwater,,12/2/2011,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,40,1/1/1900 12:02:33 AM,99355025,,Zoe,Zoe,Bartel,PC,FAST,,2015 Summer Junior Nats,,   ,San Antonio,,8/2/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,41,1/1/1900 12:02:33 AM,16704490,,,Laura,Sogar,MR,RAMS,,2006 Spring Nationals,,,Federal Way,,3/28/2006,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,42,1/1/1900 12:02:33 AM,142966310,,Kaelyn,Kaelyn,Gridley,IL,NTA,,2019 ILOP LC IL Senior Swimmin,,   ,Pleasant Prairie,,7/13/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,43,1/1/1900 12:02:33 AM,959022,,Capi,Capi,Adams,SC,BEND,,1998 US Sum Nationals,,,,,8/11/1998,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,44,1/1/1900 12:02:33 AM,65475528,,,Lane,McAree,GA,SA,,2012 GA Spring Tri Meet,,,Athens,,5/18/2012,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,45,1/1/1900 12:02:33 AM,30863892,,,Erica,Stock,AZ,UN,,2008 CA TYR Swim Meet of Champ,,,Mission Viejo,,4/24/2008,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,46,1/1/1900 12:02:33 AM,,,Mary Ellen,Mary Ellen,Blanchard,PC,UN,,,,,,,1/1/1988,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,47,1/1/1900 12:02:33 AM,55065859,,,Emily,Kopas,SE,SOFL,,2011 FG SPEEDO Champions Series-SZ,,,Ft Lauderdale,,3/17/2011,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,48,1/1/1900 12:02:33 AM,1026056,,Katie,Kathryn,Idbeis,MV,KCB,,1997 US Sum Sr Nat'97,,,,,7/26/1997,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,49,1/1/1900 12:02:33 AM,,,Shannon,Shannon,Cullen,CA,RST,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,50,1/1/1900 12:02:34 AM,,,,Jody,Hillock,SN,WOOD,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,51,1/1/1900 12:02:34 AM,131589584,,,Emma,Weber,CO,TOPS,,2018 SE BridgeAthletic Summer Siz,,   ,Nashville,,6/22/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,52,1/1/1900 12:02:34 AM,131746132,,Claire,Claire,Tuggle,CA,CLOV,,2018 CC Arena Grand Challenge,,   ,Fresno,,7/7/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,53,1/1/1900 12:02:34 AM,77827592,,Annie,Andrea,Kyriakidis,FG,NAC,,2013 U.S. Open ,,,Irvine,,7/30/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,54,1/1/1900 12:02:34 AM,46286,,Caroline,Caroline,McAndrew (Bruce),MV,WSC,,2001 US Spring National Champs,,,Austin,,3/27/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,55,1/1/1900 12:02:34 AM,72276,,Erica,Erica,Liu,PC,DACA,,2001 Summer Nationals,,,,,8/14/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,56,1/1/1900 12:02:34 AM,97616952,,,Kylie,Powers,GU,HSC,,2015 ST AAAA Senior Circuit 2,,   ,San Antonio,,6/19/2015,Prelim,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,57,1/1/1900 12:02:34 AM,77886872,,Lauren,Lauren,Edelman,KY,FAST,,2013 Summer Junior Nats ,,,Irvine,,8/5/2013,Prelim,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,58,1/1/1900 12:02:34 AM,110093922,,Kaitlyn,Kaitlyn,Dobler,OR,TDPS,,2016 Sectionals - Gresham,,   ,Gresham,,7/20/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,59,1/1/1900 12:02:34 AM,86800837,,,Vanessa,Pearl,FL,MTRO,,2014 ST AAAA Senior Circuit II,,   ,San Antonio,,6/20/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,60,1/1/1900 12:02:34 AM,6589390,,,Samara,Gelb,CT,RAC,,2004 ST Speedo Summer Sectional ,,,Austin,,7/28/2004,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,61,1/1/1900 12:02:34 AM,12067645,,,Christine,Olson,VA,CA,,2005 PN Speedo Sectionals,,,Federal Way,,7/12/2005,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,62,1/1/1900 12:02:34 AM,140484771,,,Morganne,Malloy,CA,UN,,2019 CA Armada April Senior,,   ,La Mirada,,4/14/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,63,1/1/1900 12:02:34 AM,14631597,,Caitlin,Caitlin,Leverenz,PC,EDAC,,2006 Victorian Champs,,   ,,,1/3/2006,,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,63,1/1/1900 12:02:34 AM,58214788,,,Sherri,McIntee,IN,RSD,,2011 Summer Junior Nats,,   ,Palo Alto,,8/8/2011,Prelim,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,65,1/1/1900 12:02:34 AM,67598200,,Riley,Riley,Scott,PC,MP,,2012 CA Summer CA NV Gold Sect,,,Santa Clarita ,,7/25/2012,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,66,1/1/1900 12:02:34 AM,110538995,,,Gillian,Davey,KY,CIA,,2016 IN NCSA Summer Swimming Cham,,   ,Indianapolis,,8/12/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,67,1/1/1900 12:02:34 AM,77457700,,Ash,Ashley,Pales,MW,LSS,,2013 MV Region VIII LCM Summer,,,Columbia,,7/17/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,68,1/1/1900 12:02:35 AM,18678280,,Erica,Erica,Dittmer,NT,PACK,,2006 GU TAGS Championship,,,Woodlands,,7/19/2006,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,69,1/1/1900 12:02:35 AM,,,Tori,Tori,DeSilvia,SE,MBAY,,,,,,,1/1/1989,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,70,1/1/1900 12:02:35 AM,132919491,,Alicia,Alicia,Henry,GA,DYNA,,2018 Futures - Cary,,   ,Cary,,8/4/2018,Final,N,N,N
